Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Shining Wind,PS2,2007,Role-Playing,Sega,0,0,0.13,0,,,,,
Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,39,39,6.4,55,M
Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.12,0,0,0.01,73,11,8.3,17,E10+
Portal Runner,PS2,2001,Platform,3DO,0.06,0.05,0,0.02,53,18,6.7,6,E
Pok\xc3\xa9mon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.09,0.03,0,0,,,,,
Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,52,9,8.5,14,T
Disney's Winnie the Poohs Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.02,,,,,E
Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0,,,,,
Assault: Retribution,PS,1998,Action,Telstar,0.07,0.05,0,0.01,,,,,
Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,0.13,0,,,,,
Assassins Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.05,0.06,0,0.01,71,16,7.4,29,M
Spartan: Total Warrior,X,2005,Action,Sega,0.1,0.03,0,0,73,36,8.8,12,M
Smart Boys Gameroom,DS,2007,Misc,505 Games,0.12,0,0,0.01,,,,,E
City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,63,20,6.2,5,E
Zapper: One Wicked Cricket!,GC,2002,Platform,Infogrames,0.1,0.03,0,0,,,,,
Victorious: Time to Shine,X360,2011,Action,D3Publisher,0.12,0,0,0.01,,,6.5,4,E
Star Wars: Clone Wars,X,2003,Shooter,LucasArts,0.1,0.03,0,0,,,,,
The X-Factor,PS3,2010,Misc,Deep Silver,0,0.1,0,0.03,,,,,
High Rollers Casino,X,2004,Misc,Mud Duck Productions,0.1,0.03,0,0,,,7.8,4,E
Advent Rising,X,2005,Action,THQ,0.1,0.03,0,0,68,50,7.5,68,T
Surf Riders,PS,1999,Sports,Ubisoft,0.07,0.05,0,0.01,64,6,,,E
Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02,,,,,
Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,Tecmo Koei,0,0,0.13,0,,,,,
The Lord of the Rings: Aragorns Quest,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0,0.02,,,5,4,E10+
Derby Stallion Advance,GBA,2002,Sports,Enterbrain,0,0,0.12,0,,,,,
Monopoly Party,GC,2002,Misc,Infogrames,0.1,0.03,0,0,,,,,
Snood,GBA,2001,Puzzle,"Destination Software, Inc",0.09,0.03,0,0,68,4,,,E
TOCA Race Driver 2: Ultimate Racing Simulator,X,2004,Racing,Codemasters,0.09,0.03,0,0,,,,,
Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.06,0.05,0,0.02,,,,,E
DT Racer,PS2,2005,Racing,XS Games,0.06,0.05,0,0.02,,,3.8,5,E
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,0,0,0.13,0,,,,,
DriveClub VR,PS4,2016,Racing,Sony Computer Entertainment,0.04,0.06,0.01,0.02,66,35,7.4,112,E
Steins;Gate 0,PSV,2015,Adventure,PQube,0,0.06,0.05,0.02,86,8,8.9,27,M
World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.07,0.05,0,0.01,,,,,
Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,,,,,
428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0,0,0.13,0,,,,,
7 Wonders of the Ancient World,DS,2007,Puzzle,Funsta,0.1,0.01,0,0.01,60,7,8.3,48,E
Kelly Slaters Pro Surfer,GBA,2002,Sports,Activision,0.09,0.03,0,0,72,4,,,E
Top Shot Arcade,Wii,2011,Shooter,Activision,0.12,0,0,0.01,,,,,T
Warriors of Might and Magic,PS,2001,Adventure,3DO,0.07,0.05,0,0.01,,,,,
Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01,,,,,E
Drome Racers,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,57,10,,,E
Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,61,40,8.2,19,T
X-Men: Next Dimension,GC,2002,Fighting,Activision,0.1,0.03,0,0,63,17,8.2,11,T
SBK 2011: FIM Superbike World Championship,PS3,2011,Racing,Black Bean Games,0.01,0.09,0,0.03,,,,,
WipeOut 3 The Game,WiiU,2012,Action,Activision,0.11,0,0,0.01,,,,,
7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,0,0,0.13,0,,,,,
Doukyuusei 2,SAT,1997,Role-Playing,NEC Interchannel,0,0,0.13,0,,,,,
SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01,,,,,
Burnout,X,2002,Racing,Acclaim Entertainment,0.09,0.03,0,0,75,13,6.6,12,E
Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0,0,0.13,0,,,,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0,0,0.13,0,,,,,
Resident Evil,PS3,2006,Action,Capcom,0,0,0.13,0,,,,,
DreamWorks Super Star Kartz,DS,2011,Racing,Activision,0.08,0.03,0,0.01,,,,,E
Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0,0,0.13,0,,,,,
Baroque,PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,60,6,8.8,44,T
Football Manager 2012,PSP,2011,Sports,Sega,0,0.09,0,0.04,,,,,
Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.01,60,4,7.2,21,T
Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.01,0.1,0,0.01,,,,,E
Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.01,37,33,3,40,T
Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,0.09,0.02,0,0.02,,,,,
Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0,0,0.01,47,10,6.7,7,E
NBA Ballers: Phenom,X,2006,Sports,Midway Games,0.09,0.03,0,0,70,23,,,E
Shimano Xtreme Fishing,Wii,2009,Sports,Mastiff,0.12,0,0,0.01,,,,,T
Crash Tag Team Racing,X,2005,Racing,Vivendi Games,0.09,0.03,0,0,69,17,7.8,11,E10+
Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0,0,83,15,7.8,12,T
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.09,0.02,0.01,0.01,45,31,6.5,81,E10+
Mega Man X Collection,GC,2006,Misc,Capcom,0.1,0.03,0,0,75,23,9.2,12,E
Left Brain Right Brain 2,DS,2008,Misc,Majesco Entertainment,0.12,0,0,0.01,51,4,,,E
Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0,0,0.13,0,,,,,
Last Ranker,PSP,2010,Role-Playing,Capcom,0,0,0.13,0,,,,,
The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,0.08,0.04,0,0.01,,,,,
Quantum Redshift,X,2002,Racing,Microsoft Game Studios,0.09,0.03,0,0,70,21,8.1,15,T
Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,74,41,9.1,12,E
Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01,45,13,6.6,17,M
Legends of Wrestling II,X,2002,Fighting,Acclaim Entertainment,0.09,0.03,0,0,62,14,,,T
Power Pro Kun Pocket 13,DS,2010,Sports,Konami Digital Entertainment,0,0,0.13,0,,,,,
Armed and Dangerous,X,2003,Shooter,LucasArts,0.09,0.03,0,0,79,41,7.2,15,T
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.12,0,0,0.01,36,8,4.8,4,E10+
Space Bust-A-Move,DS,2008,Puzzle,Square Enix,0.1,0.02,0,0.01,71,20,,,E
World Soccer Winning Eleven 2002,PS,2002,Sports,Konami Digital Entertainment,0,0,0.12,0.01,,,,,
Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01,,,,,
Monster Truck Madness,GBA,2003,Racing,THQ,0.09,0.03,0,0,75,10,,,E
Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0,,,,,
Sonic Jam,SAT,1997,Platform,Sega,0,0,0.12,0,,,,,
Peter Jacobsens Golden Tee Golf,PS,2000,Sports,Infogrames,0.07,0.05,0,0.01,,,,,
Avatar: The Last Airbender - Into the Inferno,DS,2008,Adventure,THQ,0.11,0.01,0,0.01,,,,,
Just Cause 2,PC,2010,Action,Square Enix,0,0.1,0,0.02,84,33,7.7,842,M
Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,0.09,0.03,0,0,,,,,E
Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,Sega,0,0,0.12,0,,,,,
Dragon Quest Builders: Revive Alefgard,PS3,2016,Role-Playing,Square Enix,0,0,0.12,0,,,,,
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,50,32,4.7,47,M
High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0,0,0.12,0,,,,,
Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,0,0,0.12,0,,,,,
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0,0,0.12,0,,,,,
Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01,,,,,
SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.11,0.01,0,0.01,,,,,
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0,0.01,74,8,7.4,10,E
Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.1,0.02,0,0,67,21,7.3,12,E
Charm Girls Club: My Fashion Mall,DS,2009,Simulation,Electronic Arts,0.12,0,0,0.01,,,,,E
Deepak Chopras Leela,Wii,2011,Misc,THQ,0.1,0.01,0,0.01,,,,,E
NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,79,24,6.6,5,E10+
Sleeping Dogs,PC,2012,Action,Square Enix ,0.06,0.05,0,0.01,81,23,8.2,1219,M
Worms 3D,PS2,2003,Strategy,Sega,0.06,0.05,0,0.02,70,31,7.8,22,T
Gladiator Begins,PSP,2010,Action,PQube,0.05,0.01,0.05,0.01,59,9,8,14,M
Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.12,0.01,,,,,
Zenses: Rainforest,DS,2008,Puzzle,Game Factory,0.1,0.01,0,0.01,59,4,,,E
Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games,0,0,0.12,0,,,,,
Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive,0.11,0,0,0.01,,,,,
Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.11,0,0,0.01,61,8,4.8,6,E
"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami Digital Entertainment,0,0,0.12,0,,,,,
Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,0.07,0.05,0,0.01,63,5,8.2,6,E
Ochaken no Heya DS,DS,2006,Simulation,MTO,0,0,0.12,0,,,,,
Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.09,0.03,0,0,53,5,,,E
Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0,0,0.12,0,,,,,
Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,0.06,0.05,0,0.02,59,8,5.2,6,T
Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0,0,0.12,0,,,,,
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,53,53,7,27,T
Samurai Warriors 4-II,PS4,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,73,26,7.4,25,T
Akibas Trip: Undead & Undressed,PS4,2014,Action,Acquire,0.09,0,0.02,0.02,,,,,
Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0,0,0.01,62,5,,,T
Yakuza Kiwami,PS3,2016,Adventure,Sega,0,0,0.12,0,,,,,
Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,0,0,0.12,0.01,,,,,
NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts,0.1,0.02,0,0,,,,,
Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,0,0,0.01,,,1.3,9,E
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,0,0,0.12,0,,,,,
Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.06,0.05,0,0.02,79,15,7.8,16,T
Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.11,0,0,0.01,53,19,8.1,14,M
Zenses: Ocean,DS,2008,Puzzle,Game Factory,0.11,0.01,0,0.01,56,5,,,E
One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,0,0,0.12,0,,,,,
NHL 2002,GBA,2002,Sports,Electronic Arts,0.09,0.03,0,0,,,,,E
EVE: Valkyrie,PS4,2016,Shooter,CCP,0.05,0.06,0,0.02,71,29,6.4,42,T
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.12,0,,,,,
Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,0.06,0.05,0,0.02,49,14,5,4,E
Echo Night,PS,1998,Adventure,From Software,0.03,0.02,0.07,0.01,,,,,
Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0,0,0.12,0,,,,,
James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.06,0.05,0,0.01,,,,,
Record of Agarest War Zero,PS3,2010,Strategy,Ghostlight,0.09,0,0.03,0.01,50,8,6.7,38,T
Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0,0.01,,,,,
Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01,,,,,
Backyard Baseball 09,DS,2008,Sports,Atari,0.11,0,0,0.01,,,,,E
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01,62,11,7.7,44,M
The King of Fighters 94,NG,1994,Fighting,SNK,0,0,0.12,0,,,,,
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,Tecmo Koei,0,0,0.12,0,,,,,
Moshi Monsters: Katsuma Unleashed,DS,2013,Action,Activision,0,0.12,0,0.01,,,,,E
All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0,0,0.12,0,,,,,
The King of Fighters 98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,73,11,8.7,18,T
Reader Rabbit Kindergarten,Wii,2010,Misc,Graffiti,0.12,0,0,0.01,,,,,E
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0,0.02,78,11,7,6,E10+
Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0.11,0,0,0.01,64,4,8.4,18,E
Guardians Crusade,PS,1998,Role-Playing,Activision,0.07,0.05,0,0.01,,,,,
MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Namco Bandai Games,0.06,0.05,0,0.02,,,,,
Lemony Snickets A Series of Unfortunate Events,X,2004,Platform,Activision,0.09,0.03,0,0,70,17,7.2,5,E
Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0,0.02,77,41,7.3,12,T
SingStar Vol. 3,PS3,2008,Misc,Sony Computer Entertainment,0,0.1,0,0.03,,,,,
Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,64,38,7.2,144,M
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01,66,21,7.7,6,E
The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0,0,51,8,,,E10+
M&Ms Kart Racing,DS,2008,Racing,Zoo Digital Publishing,0.11,0,0,0.01,,,,,
Bomberman Party Edition,PS,1998,Puzzle,Virgin Interactive,0.07,0.05,0,0.01,79,6,8.3,6,E
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.09,0.02,0,0.01,68,28,7.5,6,E10+
Deepak Chopras Leela,X360,2011,Misc,THQ,0.07,0.04,0,0.01,,,3.5,4,E
Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0,0.01,49,18,4.9,11,E
My Fitness Coach: Clu,PS3,2011,Sports,Ubisoft,0,0.1,0,0.02,,,,,
Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0,0.02,74,33,8.7,25,T
Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.11,0,0,0.01,59,8,7,6,E
Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0,0,0.12,0,,,,,
Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0,,,,,
Jikkyou Powerful Pro Baseball 2016,PS3,2016,Sports,Konami Digital Entertainment,0,0,0.12,0,,,,,
O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.07,0.05,0,0.01,,,,,
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0,0.02,76,4,7.5,21,E
Madden NFL 06,DS,2005,Sports,Electronic Arts,0.11,0,0,0.01,66,9,6.3,12,E
Rango: The Video Game,Wii,2011,Action,Electronic Arts,0.07,0.04,0,0.01,52,8,,,E10+
Break Em All,DS,2005,Puzzle,D3Publisher,0.11,0,0,0.01,68,22,,,E
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,2012,Strategy,Namco Bandai Games,0,0,0.12,0,,,,,
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007,Shooter,Namco Bandai Games,0,0,0.12,0,,,,,
San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,0,0,0.12,0,,,,,
Red Faction II,X,2003,Shooter,THQ,0.09,0.03,0,0,74,20,5.8,11,M
Go! Sudoku,PSP,2005,Puzzle,Sony Computer Entertainment,0.11,0,0,0.01,,,,,
Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0,0,0.12,0,,,,,
Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02,,,,,T
Voodoo Vince,X,2003,Platform,Microsoft Game Studios,0.09,0.03,0,0,73,38,8.4,22,T
Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,0.1,0.01,0,0.01,,,,,E
Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0,0,0.12,0,,,,,
Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0,0,0.12,0,,,,,
Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,0.11,0,0,0.01,66,5,6.8,8,T
Kaijuu Busters,DS,2009,Action,Namco Bandai Games,0,0,0.12,0,,,,,
Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0,0.01,37,12,4.5,14,T
Tom Clancys Ghost Recon,Wii,2010,Shooter,Ubisoft,0.1,0.01,0,0.01,46,21,6.8,8,T
Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0,0.02,,,7,6,E
Deception IV: Blood Ties,PS3,2014,Action,Tecmo Koei,0.03,0.02,0.06,0.01,70,19,8.2,27,M
Touch My Katamari ,PSV,2011,Puzzle,Namco Bandai Games,0.07,0.03,0,0.02,69,41,7.4,51,E10+
Legend of the Guardians: The Owls of GaHoole,DS,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.01,33,5,,,E10+
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0,0,0.12,0,,,,,
Chase: Hollywood Stunt Driver,X,2002,Racing,BAM! Entertainment,0.09,0.03,0,0,60,14,7.4,5,T
Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Namco Bandai Games,0,0.1,0,0.02,,,,,
The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0,0.02,67,31,8.2,9,M
PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.11,0,0,0.01,86,27,7.9,32,E
Ben 10 Galactic Racing,Wii,2011,Racing,D3Publisher,0.08,0.03,0,0.01,,,,,E
Saru! Get You! Million Monkeys,PS2,2006,Platform,Sony Computer Entertainment,0,0,0.12,0,,,,,
Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.07,0.04,0,0.01,33,7,4.3,6,E10+
Curious George,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0,0.02,53,13,7.7,6,E
Every Extend Extra,PSP,2006,Shooter,Disney Interactive Studios,0.1,0,0,0.02,74,45,7.3,9,E
Zathura,PS2,2005,Adventure,Take-Two Interactive,0.06,0.05,0,0.02,43,16,2,5,E10+
Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,Rocket Company,0,0,0.12,0,,,,,
NCIS,PS3,2011,Adventure,Ubisoft,0.07,0.04,0,0.02,50,4,4,4,T
Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus,0,0.02,0.1,0,,,,,
Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,0,0,0.12,0,,,,,
Rugby 15,PS4,2015,Sports,Bigben Interactive,0.04,0.06,0,0.02,19,5,3.4,65,E
Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0,0,0.01,49,26,6,11,E10+
Undead Knights,PSP,2009,Action,Ubisoft Annecy,0.05,0,0.06,0.01,63,27,8,13,M
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.1,0,0,0.02,75,7,7.5,21,E
Cel Damage,X,2001,Racing,Electronic Arts,0.09,0.03,0,0,65,24,8.4,7,T
Lovely Lisa,DS,2007,Simulation,DHM Interactive,0.11,0,0,0.01,,,,,E
Horse Life,DS,2007,Simulation,Game Life,0.09,0.02,0,0.01,68,9,,,E
Dance Paradise,X360,2010,Misc,Mindscape,0.1,0.01,0,0.01,59,11,,,T
SSX 3,GBA,2003,Sports,Electronic Arts,0.09,0.03,0,0,63,14,,,E
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi ,DS,2007,Misc,Namco Bandai Games,0,0,0.12,0,,,,,
The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment,0,0.07,0.03,0.02,,,,,
Venetica,PS3,2010,Role-Playing,DTP Entertainment,0.07,0.03,0,0.01,47,14,6.5,6,T
Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,0.11,0,0,0.01,59,30,6.2,17,E10+
Tropico 5,PC,2014,Simulation,Kalypso Media,0.03,0.09,0,0.01,75,51,7,352,T
Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.04,0.01,0.06,0.02,71,20,6.8,44,T
Breakdown,X,2004,Adventure,Electronic Arts,0.09,0.03,0,0,71,62,8.2,17,M
Rush,PSP,2006,Racing,Midway Games,0.11,0,0,0.01,55,12,,,T
Ecco the Dolphin,GEN,1992,Adventure,Sega,0,0,0.12,0,,,,,
Solitaire & Mahjong,Wii,2009,Puzzle,Crave Entertainment,0.11,0,0,0.01,,,,,
Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.07,0.05,0,0.01,72,12,8.8,25,E
Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.11,0,0,0.01,80,55,8.2,26,E
Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0,0.01,64,51,7.6,60,T
Harvest Moon 2 GBC,G,1999,Simulation,Ubisoft,0,0,0.12,0,,,,,
Backyard Baseball 10,DS,2009,Sports,Atari,0.11,0,0,0.01,,,,,E
X2: Wolverines Revenge,GC,2003,Platform,Activision,0.09,0.02,0,0,62,21,6.6,8,T
Cabelas Dangerous Hunts 2011,DS,2010,Sports,Activision,0.11,0,0,0.01,,,,,T
Deadliest Catch: Sea of Chaos,Wii,2010,Sports,Crave Entertainment,0.11,0,0,0.01,,,,,E10+
McDROID,Wii,2011,Strategy,Namco Bandai Games,0,0,0.12,0,,,,,
Persona 5,PS3,2016,Role-Playing,Atlus,0,0,0.12,0,,,,,
Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0,0,0.11,0.01,,,,,
Showdown: Legends of Wrestling,X,2004,Fighting,Acclaim Entertainment,0.09,0.03,0,0,57,33,,,T
Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.11,0,0,0.01,28,18,4.9,8,E
My Farm Around the World,DS,2008,Simulation,Atari,0.11,0,0,0.01,,,,,E
Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,0,0,0.12,0,,,,,
SpongeBos Surf & Skate Roadtrip,DS,2011,Action,THQ,0.1,0.01,0,0.01,,,,,
The Smurfs 2,X360,2013,Platform,Ubisoft,0.03,0.08,0,0.01,,,5,15,E
NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0,0,0.01,,,,,E
Street Hoops,GC,2002,Sports,Activision,0.09,0.02,0,0,56,9,7.3,7,T
Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,0.11,0,0,0.01,,,,,
Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,0.11,0.01,0,0.01,,,,,
NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0,0,,,,,
Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,0.1,0.02,0,0,,,,,
Densha De Go! 64,N64,1999,Simulation,Taito,0,0,0.05,0.07,,,,,
NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0,0.01,44,9,7.3,9,E10+
Earthworm Jim 3D,N64,1999,Platform,Interplay,0.1,0.02,0,0,,,,,
WRC: FIA World Rally Championship,X360,2010,Racing,Black Bean Games,0,0.1,0,0.02,66,24,6,4,E10+
WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0,0,0.01,61,12,6.6,13,T
Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.08,0,0.03,0.01,70,11,6.7,15,E10+
PBR: Out of the Chute,Wii,2008,Sports,Crave Entertainment,0.11,0,0,0.01,,,,,
Godzilla: Destroy All Monsters Melee,X,2002,Fighting,Atari,0.09,0.03,0,0,71,20,6.8,8,T
College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,70,17,7.3,11,E
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0,0.04,0.07,0.01,65,12,7.8,64,M
Sega Soccer Slam,PS2,2002,Sports,Sega,0.06,0.05,0,0.02,66,9,,,E
